,Report Number,Occur Date,Occur Time,Neighborhood
809,190120559,2019-01-11,2030,Princeton Lakes
810,190120620,2019-01-11,1013,Morningside/Lenox Park
812,190120687,2019-01-11,1800,East Atlanta
813,190120804,2019-01-11,2030,Inman Park
814,190120855,2019-01-11,1200,Bakers Ferry
815,190120948,2019-01-11,2100,Center Hill
816,190121162,2019-01-12,1445,Cascade Avenue/Road
817,190121239,2019-01-12,1530,Downtown
818,190121288,2019-01-12,1500,Lenox
819,190121295,2019-01-12,1600,Lenox
820,190121358,2019-01-12,1630,Vine City
821,190121427,2019-01-12,1705,Edgewood
822,190121617,2019-01-12,1800,North Buckhead
823,190121014,2019-01-12,1300,other
824,190121115,2019-01-11,2000,Grant Park
825,190121128,2019-01-12,1419,Lakewood Heights
826,190121260,2019-01-12,1515,Sylvan Hills
827,190121381,2019-01-12,1638,Bolton
828,190121392,2019-01-12,1400,Downtown
831,190121571,2019-01-12,1730,Riverside
832,190121663,2019-01-12,1730,South River Gardens
833,190121732,2019-01-12,1948,Underwood Hills
834,190121767,2019-01-12,1645,Morningside/Lenox Park
835,190121887,2019-01-12,1830,Loring Heights
836,190121932,2019-01-12,1645,Midtown
837,190120835,2019-01-12,1050,Edgewood
838,190120895,2019-01-12,1030,Lindbergh/Morosgo
839,190120600,2019-01-11,1930,Westview
840,190121335,2019-01-12,1615,Midtown
841,190130474,2019-01-11,2200,Downtown
842,190130507,2019-01-12,1730,Westview
843,190130574,2019-01-12,2200,Buckhead Forest
844,190130613,2019-01-11,1900,Downtown
845,190130648,2019-01-12,2000,Downtown
846,190130739,2019-01-12,2030,Morningside/Lenox Park
847,190131033,2019-01-12,2000,Atlantic Station
848,190131119,2019-01-12,1800,Channing Valley
849,190131128,2019-01-13,1546,Grant Park
850,190131231,2019-01-13,1600,Downtown
851,190131381,2019-01-13,1820,other
852,190131494,2019-01-13,1800,Virginia Highland
853,190131539,2019-01-13,2030,Atlantic Station
854,190131550,2019-01-13,2000,Home Park
855,190131552,2019-01-13,2025,Princeton Lakes
856,190131625,2019-01-13,2147,Atlantic Station
857,190131639,2019-01-13,2030,Castleberry Hill
858,190131718,2019-01-13,2200,Virginia Highland
859,190130844,2019-01-13,1320,Downtown
860,190130899,2019-01-13,1230,Lindbergh/Morosgo
861,190131135,2018-01-13,1601,Perkerson
862,190140984,2019-01-13,1400,Old Fourth Ward
863,190130886,2019-01-12,2100,Almond Park
865,190131072,2019-01-03,1200,Mechanicsville
866,190131334,2019-01-05,1300,Adams Park
868,190130741,2019-01-12,2130,Morningside/Lenox Park
869,190131137,2019-01-13,1500,North Buckhead
871,190130775,2019-01-13,1143,Vine City
872,190130926,2019-01-11,1300,Oakland City
873,190131262,2019-01-13,1700,Hammond Park
874,190130121,2019-01-12,2200,Midtown
875,190130755,2019-01-13,1120,Kings Forest
876,190130801,2019-01-13,1157,The Villages at East Lake
878,190131354,2019-01-13,1400,other
879,190131595,2019-01-13,1947,Old Fourth Ward
880,190131669,2019-01-13,2200,East Chastain Park
882,190131515,2019-01-13,2000,Downtown
885,190130697,2019-01-13,1040,Ben Hill
886,190131079,2019-01-13,1500,Downtown
889,190131740,2019-01-13,2315,West End
890,190130871,2019-01-13,1030,Wildwood (NPU-H)
891,190130940,2019-01-13,1332,Sylvan Hills
892,190131036,2019-01-13,1000,North Buckhead
893,190131347,2019-01-13,1130,North Buckhead
895,190131672,2019-01-13,2200,Grove Park
898,190131599,2019-01-13,1600,Lincoln Homes
900,190140852,2018-11-05,1200,Home Park
903,190140904,2019-01-13,2200,English Avenue
904,190141104,2019-01-14,1300,Midtown
905,190141188,2019-01-14,1400,Capitol View Manor
908,190141930,2019-01-14,2100,Oakland City
910,190142012,2019-01-14,2220,Wildwood (NPU-C)
911,190140807,2019-01-14,1030,Thomasville Heights
912,190141297,2019-01-14,1500,Almond Park
913,190141734,2019-01-14,1845,other
914,190141846,2019-01-14,2000,Washington Park
915,190141894,2019-01-14,1945,Westview
916,190141948,2019-01-14,2100,Capitol View
922,190140266,2019-01-13,1930,other
923,190140497,2019-01-13,2300,Piedmont Heights
925,190140725,2019-01-13,1200,Candler Park
926,190140789,2018-10-07,1200,Harland Terrace
928,190140840,2019-01-14,1120,East Lake
929,190140884,2019-01-14,1145,Just Us
930,190141662,2019-01-14,1620,Grant Park
931,190141676,2019-01-13,2000,Carroll Heights
932,190141737,2019-01-14,1840,Harland Terrace
933,190141802,2019-01-14,1800,Castleberry Hill
934,190141844,2019-01-14,2000,other
935,190141851,2019-01-14,1800,Lindridge/Martin Manor
936,190142021,2019-01-14,2225,Grant Park
937,190140398,2019-01-11,1500,Buckhead Heights
938,190140493,2019-01-12,1730,Midtown
939,190140691,2019-01-09,1412,Peachtree Heights West
940,190140739,2019-01-12,1500,other
941,190141281,2019-01-14,1500,Adair Park
942,190141339,2018-12-31,2300,Midtown
943,190141340,2019-01-08,1319,Atlanta University Center
944,190141574,2019-01-14,1509,Reynoldstown
945,190141825,2019-01-14,1930,Downtown
946,190140723,2019-01-11,1000,other
948,190141950,2019-01-14,1933,Downtown
949,190141958,2019-01-07,1800,North Buckhead
950,190141959,2019-01-14,2100,Sylvan Hills
951,190140864,2019-01-13,1600,South River Gardens
952,190141063,2019-01-13,2000,Pine Hills
953,190141208,2019-01-14,1415,Ridgedale Park
954,190141289,2019-01-14,1500,North Buckhead
955,190141387,2019-01-14,1330,Atlantic Station
956,190141391,2019-01-14,1500,South Tuxedo Park
957,190141443,2019-01-14,1600,North Buckhead
958,190141469,2019-01-14,1315,Inman Park
959,190141546,2019-01-14,1500,Lindbergh/Morosgo
960,190141658,2019-01-14,1530,Princeton Lakes
961,190141706,2019-01-14,1630,Castleberry Hill
962,190141838,2019-01-14,1110,Home Park
963,190141858,2019-01-14,1600,Bolton
964,190141869,2019-01-14,1930,other
965,190141918,2019-01-14,1930,Oakland City
966,190141993,2019-01-14,1830,South Tuxedo Park
967,190142015,2019-01-14,2000,Berkeley Park
968,190142016,2019-01-14,2000,North Buckhead
970,190140845,2019-01-14,1125,Poncey-Highland
971,190140963,2019-01-14,1200,Atlantic Station
972,190141351,2019-01-14,1554,Edgewood
973,190141353,2019-01-12,2020,Lenox
974,190141551,2019-01-14,1700,Vine City
975,190141648,2019-01-14,1700,Lenox
976,190140030,2019-01-13,2300,South Tuxedo Park
977,190140033,2019-01-13,2330,Ridgedale Park
978,190140228,2019-01-13,1600,Midtown
981,190140372,2019-01-13,2100,The Villages at Carver
982,190140399,2019-01-13,2100,Lake Claire
983,190140569,2019-01-13,1900,Florida Heights
984,190140648,2019-01-13,2300,Piedmont Heights
986,190140792,2019-01-13,2300,North Buckhead
987,190140854,2019-01-14,1135,Lindbergh/Morosgo
988,190140955,2019-01-14,1100,Downtown
989,190141401,2019-01-14,1600,Southwest
990,190141925,2019-01-14,2049,Lenox
992,190151039,2019-01-15,1155,Lenox
993,190151107,2018-12-10,1008,Lindbergh/Morosgo
994,190151286,2019-01-15,1415,Downtown
995,190151291,2019-01-15,1400,Peachtree Hills
996,190151498,2019-01-15,1518,Lenox
997,190151622,2019-01-15,1600,Edgewood
998,190151690,2019-01-15,1645,West End
999,190151999,2019-01-15,1610,Vine City
1000,190152000,2019-01-15,1700,Vine City
1001,190152221,2019-01-15,2000,Berkeley Park
1003,190150050,2019-01-14,1900,Marietta Street Artery
1004,190150213,2019-01-14,1900,Berkeley Park
1005,190150249,2019-01-14,2245,Bankhead/Bolton
1006,190150377,2019-01-14,2300,Capitol View
1007,190150409,2019-01-14,1800,Mechanicsville
1008,190150431,2019-01-14,1500,North Buckhead
1009,190150465,2019-01-14,1730,Pine Hills
1010,190150536,2019-01-14,1930,Buckhead Forest
1012,190150761,2019-01-14,2200,West End
1013,190150763,2019-01-14,1900,South Tuxedo Park
1014,190150799,2019-01-14,1033,Downtown
1015,190150853,2019-01-14,2315,Home Park
1017,190151109,2019-01-14,2130,Sweet Auburn
1018,190151121,2019-01-15,1100,Harvel Homes Community
1019,190151229,2019-01-15,1200,Sherwood Forest
1020,190151278,2019-01-15,1330,Downtown
1021,190151293,2019-01-15,1221,Home Park
1023,190151483,2019-01-14,1600,Downtown
1024,190151568,2019-01-15,1510,West Paces Ferry/Northside
1025,190151721,2019-01-15,1030,Princeton Lakes
1026,190152305,2019-01-15,2000,Midtown
1027,190152390,2019-01-15,2125,Tuxedo Park
1028,190152404,2019-01-15,2000,Home Park
1029,190152483,2019-01-15,1900,The Villages at Carver
1030,190150779,2018-12-23,1144,Atlanta Industrial Park
1031,190150842,2019-01-14,2200,Glenrose Heights
1033,190152366,2019-01-15,2100,Greenbriar
1034,190151401,2018-11-01,1200,Midtown
1036,190150879,2019-01-14,1630,Oakland City
1037,190151057,2019-01-14,2030,The Villages at East Lake
1041,190151495,2019-01-11,2200,other
1043,190151953,2019-01-15,1500,West End
1044,190152086,2019-01-15,1915,Castleberry Hill
1045,190152175,2019-01-15,1955,Ben Hill
1047,190151422,2019-01-15,1400,Castleberry Hill
1048,190151325,2019-01-15,1435,other
1049,190150214,2019-01-14,2300,Old Fourth Ward
1050,190150856,2019-01-14,1700,Oakland City
1051,190151275,2019-01-15,1200,Adamsville
1052,190152138,2019-01-15,1900,Center Hill
1060,190150792,2019-01-14,1000,Midtown
1061,190161694,2019-01-16,1000,Polar Rock
1062,190161604,2019-01-16,1629,Orchard Knob
1063,190161020,2019-01-05,1100,Ben Hill
1064,190161176,2019-01-15,1600,Old Fourth Ward
1066,190161022,2019-01-15,2000,Collier Heights
1068,190161662,2019-01-15,2024,Oakland City
1072,190162151,2019-01-16,2101,Lindbergh/Morosgo
1074,190161881,2019-01-16,1800,Downtown
1075,190162010,2019-01-16,1915,Grove Park
1079,190162100,2019-01-16,1730,Midtown
1080,190162294,2019-01-16,2215,Garden Hills
1081,190182340,2019-01-16,2215,Garden Hills
1082,190160666,2019-01-15,1700,Mays
1083,190161836,2019-01-16,1611,Midtown
1084,190162029,2019-01-16,1504,Collier Heights
1085,190161822,2019-01-09,2245,East Atlanta
1086,190162181,2019-01-14,1200,Downtown
1087,190161461,2019-01-16,1530,Inman Park
1088,190162324,2019-01-06,1800,Old Fourth Ward
1090,190161136,2019-01-15,2130,Audobon Forest West
1091,190161884,2019-01-15,1445,other
1092,190162389,2019-01-16,1730,Midtown
1093,190161547,2019-01-15,1900,Home Park
1095,190160111,2018-01-15,2103,Lindbergh/Morosgo
1099,190160646,2019-01-15,2045,Southwest
1101,190160902,2019-01-15,2200,Ashley Courts
1104,190161362,2019-01-16,1500,Inman Park
1105,190161594,2019-01-16,1600,Midtown
1106,190162071,2019-01-16,1950,North Buckhead
1107,190162082,2019-01-16,2010,Buckhead Village
1108,190162089,2019-01-16,1915,Home Park
1109,190162155,2019-01-13,1200,Downtown
1110,190162166,2019-01-16,2107,Grant Park
1111,190162226,2019-01-16,2000,East Atlanta
1112,190162239,2019-01-16,1400,West Paces Ferry/Northside
1116,190161426,2019-01-16,1520,Vine City
1117,190161663,2019-01-16,1645,Old Fourth Ward
1118,190161690,2019-01-16,1400,Atlantic Station
1119,190161775,2019-01-16,1720,Greenbriar
1120,190162080,2019-01-16,2000,West End
1122,190171118,2019-01-17,1000,Lenox
1123,190171340,2019-01-17,1537,Vine City
1124,190171429,2019-01-17,1500,Lenox
1125,190171517,2019-01-17,1630,Edgewood
1126,190171580,2019-01-17,1655,Garden Hills
1127,190162259,2019-01-16,2145,Ardmore
1128,190170049,2019-01-16,2210,North Buckhead
1129,190170070,2019-01-16,1820,Home Park
1130,190170269,2019-01-16,2130,Berkeley Park
1132,190170456,2019-01-16,2045,Capitol View
1133,190170507,2019-01-16,1930,other
1136,190170661,2019-01-16,1700,Midtown
1138,190170793,2019-01-16,1930,Capitol View
1142,190171132,2019-01-16,2300,English Avenue
1143,190171174,2019-01-17,1300,Midtown
1144,190171197,2019-01-17,1300,Morningside/Lenox Park
1145,190171209,2019-01-16,1800,Mechanicsville
1146,190171210,2019-01-17,1344,Lindbergh/Morosgo
1147,190171317,2019-01-17,1445,Buckhead Forest
1148,190171359,2019-01-17,1255,Home Park
1149,190171491,2019-01-17,1610,Marietta Street Artery
1150,190171518,2019-01-17,1545,other
1151,190171535,2019-01-17,1630,other
1152,190171756,2019-01-17,1400,Westover Plantation
1153,190171905,2019-01-17,1835,Wildwood (NPU-C)
1154,190171913,2019-01-17,1922,Underwood Hills
1155,190171995,2019-01-17,2026,Poncey-Highland
1156,190172035,2019-01-17,1030,other
1157,190172177,2019-01-17,2100,North Buckhead
1158,190172197,2019-01-17,2045,Midtown
1159,190172198,2019-01-17,2130,Midtown
1160,190172229,2019-01-17,1830,Morningside/Lenox Park
1161,190172235,2019-01-17,2230,Lindridge/Martin Manor
1162,190172300,2019-01-17,2040,Peachtree Park
1163,190172304,2019-01-17,2045,Castleberry Hill
1164,190172306,2019-01-17,2300,North Buckhead
1166,190171063,2019-01-17,1254,Downtown
1167,190171126,2019-01-17,1247,Lenox
1169,190171843,2019-01-17,1847,Buckhead Forest
1170,190172192,2019-01-17,1200,Collier Heights
1171,190171414,2018-12-22,1400,Old Fourth Ward
1173,190170343,2019-01-16,2300,Riverside
1175,190171328,2019-01-15,2130,West Highlands
1178,190170488,2019-01-16,2130,Midtown
1180,190170697,2019-01-16,2300,Lakewood
1181,190170895,2018-12-25,2100,Riverside
1182,190171113,2019-01-16,1230,Midtown
1183,190171246,2019-01-17,1400,Center Hill
1184,190171380,2019-01-06,1600,Atlantic Station
1185,190171732,2019-01-17,1750,Ashview Heights
1186,190172167,2019-01-17,2150,Downtown
1187,190172245,2019-01-17,2305,Peachtree Park
1188,190172323,2019-01-17,2215,Castleberry Hill
1189,190171305,2019-01-17,1400,Old Fourth Ward
1190,190172040,2019-01-17,2000,Greenbriar
1191,190171712,2019-01-17,1730,Thomasville Heights
1192,190170209,2019-01-16,1630,Grove Park
1193,190170869,2019-01-17,1100,Collier Heights
1194,190171007,2019-01-16,1700,Dixie Hills
1195,190171094,2019-01-17,1000,Home Park
1196,190171895,2018-12-10,1900,Lindbergh/Morosgo
1197,190170005,2019-01-16,2000,Leila Valley
1198,190181295,2019-01-18,1400,other
1199,190181343,2019-01-15,1830,Cascade Avenue/Road
1200,190181886,2019-01-18,1200,The Villages at Carver
1201,190181527,2019-01-17,1745,Midtown
1202,190181252,2019-01-18,1320,Arlington Estates
1203,190182397,2019-01-18,2259,Sylvan Hills
1204,190182412,2019-01-18,1900,Oakland City
1208,190180550,2019-01-17,1200,Cascade Heights
1209,190181031,2019-01-18,1120,Greenbriar
1210,190181373,2019-01-18,1445,Mechanicsville
1211,190181395,2019-01-14,1830,Adair Park
1212,190181435,2019-01-17,1910,Ben Hill Acres
1213,190182278,2019-01-18,2138,Lindbergh/Morosgo
1214,190182339,2019-01-16,2215,Garden Hills
1215,190182435,2019-01-18,1755,Morningside/Lenox Park
1216,190180802,2019-01-16,2200,Downtown
1217,190171604,2019-01-17,1200,West End
1218,190180476,2019-01-17,2345,Ridgedale Park
1219,190180965,2019-01-17,1730,Westview
1220,190181047,2019-01-17,1600,Oakland City
1222,190181148,2019-01-18,1200,Venetian Hills
1223,190181299,2019-01-18,1400,Home Park
1224,190182277,2019-01-18,2030,Downtown
1225,190181946,2019-01-18,1825,Downtown
1226,190180774,2019-01-17,1630,Westview
1227,190220852,2019-01-18,1700,Beecher Hills
1231,190181207,2019-01-09,2000,North Buckhead
1232,190181233,2019-01-17,1523,Downtown
1233,190181562,2019-01-17,2240,North Buckhead
1234,190182068,2019-01-15,2000,Lindridge/Martin Manor
1235,190182315,2019-01-18,2100,Elmco Estates
1236,190182380,2019-01-18,1930,Harland Terrace
1237,190180436,2019-01-17,2100,Harris Chiles
1238,190180461,2019-01-17,2200,Princeton Lakes
1239,190180082,2019-01-17,2215,Channing Valley
1243,190180835,2019-01-17,2300,Midtown
1244,190181041,2019-01-18,1030,Princeton Lakes
1245,190181090,2019-01-18,1210,Randall Mill
1246,190181175,2019-01-18,1200,Blandtown
1247,190181254,2019-01-17,2200,Ansley Park
1248,190181287,2019-01-18,1250,Home Park
1249,190181300,2019-01-18,1220,Blandtown
1250,190181344,2019-01-18,1407,Lindridge/Martin Manor
1251,190181478,2019-01-18,1415,Whittier Mill Village
1252,190181653,2019-01-18,1515,Downtown
1253,190181767,2019-01-18,1430,Buckhead Village
1254,190181935,2019-01-18,1600,Home Park
1255,190182279,2019-01-18,1755,North Buckhead
1256,190182320,2019-01-18,1915,Buckhead Village
1257,190182441,2019-01-18,2200,Castleberry Hill
1258,190182476,2019-01-18,2200,Greenbriar
1259,190181208,2019-01-18,1310,Edgewood
1260,190181264,2019-01-18,1257,Lenox
1261,190181315,2019-01-18,1340,Lenox
1262,190181389,2019-01-18,1350,Lenox
1263,190181649,2019-01-18,1600,Lenox
1264,190181681,2019-01-18,1600,Midtown
1265,190181751,2019-01-11,1700,North Buckhead
1266,190181753,2019-01-18,1654,Downtown
1267,190181815,2019-01-18,1700,Berkeley Park
1268,190181836,2019-01-18,1730,Greenbriar
1269,190181862,2019-01-18,1752,Lenox
1270,190182187,2019-01-17,2100,Atlantic Station
1271,190182218,2019-01-18,2050,Perkerson
1272,190190850,2019-01-19,1000,Lenox
1273,190191272,2019-01-19,1227,Downtown
1274,190191525,2019-01-19,1600,Vine City
1275,190191603,2019-01-19,1630,Vine City
1276,190192205,2019-01-19,2150,Vine City
1277,190192320,2019-01-19,1800,Greenbriar
1278,190182532,2019-01-18,2100,other
1279,190190271,2019-01-18,2300,Castleberry Hill
1285,190190865,2019-01-18,2300,North Buckhead
1287,190191005,2019-01-19,1130,East Atlanta
1289,190191077,2019-01-18,2200,Lake Claire
1290,190191171,2019-01-18,2230,Mechanicsville
1291,190191251,2019-01-19,1230,Marietta Street Artery
1292,190191312,2019-01-19,1145,Home Park
1293,190191364,2019-01-19,1242,Inman Park
1294,190191491,2019-01-18,1900,Virginia Highland
1295,190191564,2019-01-19,1530,Grant Park
1296,190191586,2019-01-19,1505,Sweet Auburn
1297,190191689,2019-01-18,1130,Adair Park
1298,190191788,2019-01-19,1630,Inman Park
1299,190191793,2019-01-19,1816,Inman Park
1300,190191924,2019-01-19,1430,Grant Park
1301,190192070,2019-01-19,2015,West Paces Ferry/Northside
1302,190192116,2019-01-19,1200,Blandtown
1303,190192170,2019-01-19,1835,Buckhead Forest
1304,190192173,2019-01-19,1930,South Tuxedo Park
1305,190192391,2019-01-19,2351,Downtown
1306,190191451,2019-01-19,1500,Sylvan Hills
1307,190191271,2019-01-19,1230,Grant Park
1308,190191293,2019-01-17,1500,Old Fourth Ward
1309,190191369,2019-01-19,1450,Inman Park
1310,190191627,2019-01-19,1445,Buckhead Forest
1312,190190902,2018-12-20,1200,Inman Park
1313,190191613,2019-01-19,1300,Marietta Street Artery
1314,190191701,2019-01-19,1520,Ben Hill
1315,190192238,2019-01-19,2150,Garden Hills
1317,190191105,2019-01-18,1309,Midtown
1318,190191386,2019-01-19,1455,Peachtree Heights West
1319,190191402,2019-01-11,1730,Downtown
1320,190191604,2019-01-19,1415,Perkerson
1322,190191141,2019-01-19,1130,Browns Mill Park
1323,190191387,2019-01-19,1500,Glenrose Heights
1325,190192039,2019-01-19,2000,Princeton Lakes
1326,190191530,2019-01-19,1550,Downtown
1328,190192279,2019-01-19,2238,English Avenue
1329,190190661,2019-01-18,2000,Garden Hills
1330,190191733,2019-01-19,1747,Dixie Hills
1331,190192102,2019-01-19,1630,Southwest
1333,190191453,2019-01-18,1200,Capitol View
1334,190200712,2019-01-19,1830,Inman Park
1335,190201505,2019-01-20,1240,Sweet Auburn
1336,190201659,2019-01-20,1900,Perkerson
1337,190201090,2019-01-18,1600,Bankhead
1341,190201103,2019-01-20,1500,Perkerson
1343,190201411,2019-01-20,1530,Princeton Lakes
1345,190200735,2019-01-19,2230,Adams Park
1346,190200956,2019-01-19,2300,Wilson Mill Meadows
1347,190201060,2019-01-19,2100,West Highlands
1348,190201215,2019-01-20,1458,Grove Park
1349,190201325,2019-01-17,1600,other
1350,190201667,2019-01-20,1925,Wildwood (NPU-C)
1351,190201782,2019-01-19,1550,Mechanicsville
1352,190201822,2019-01-20,2137,Berkeley Park
1353,190201829,2019-01-20,2137,North Buckhead
1354,190201853,2019-01-20,1330,Grove Park
1355,190201961,2019-01-20,2145,Lakewood Heights
1358,190201401,2019-01-19,1200,other
1359,190201540,2019-01-20,1745,Lindbergh/Morosgo
1360,190192321,2019-01-19,2200,Southwest
1361,190200941,2019-01-18,1730,Adamsville
